Java HotSpot(TM) 64-Bit Server VM (25.271-b09) for bsd-amd64 JRE (1.8.0_271-b09), built on Sep 16 2020 16:54:38 by "java_re" with gcc 4.2.1 Compatible Apple LLVM 10.0.0 (clang-1000.11.45.5)
Memory: 4k page, physical 16777216k(1085632k free)

/proc/meminfo:

CommandLine flags: -XX:InitialHeapSize=8589934592 -XX:MaxHeapSize=8589934592 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseParallelGC 
2021-01-19T13:38:15.485-0800: 1.244: [GC (Allocation Failure) [PSYoungGen: 2097664K->333278K(2446848K)] 2097664K->333286K(8039424K), 0.1553360 secs] [Times: user=0.17 sys=0.36, real=0.16 secs] 
2021-01-19T13:44:05.742-0800: 351.505: [GC (Allocation Failure) [PSYoungGen: 2423505K->332812K(2442240K)] 5979594K->3932512K(8034816K), 0.0508800 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:06.074-0800: 351.838: [GC (Allocation Failure) [PSYoungGen: 2441740K->324124K(2452992K)] 6041440K->3966035K(8045568K), 0.0495957 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:06.418-0800: 352.181: [GC (Allocation Failure) [PSYoungGen: 2432540K->316502K(2451456K)] 6074451K->4001284K(8044032K), 0.0515960 secs] [Times: user=0.33 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:06.741-0800: 352.504: [GC (Allocation Failure) [PSYoungGen: 2424918K->328558K(2453504K)] 6109700K->4059448K(8046080K), 0.0517033 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:07.092-0800: 352.855: [GC (Allocation Failure) [PSYoungGen: 2439534K->324556K(2453504K)] 6170424K->4102926K(8046080K), 0.0553621 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:07.446-0800: 353.210: [GC (Allocation Failure) [PSYoungGen: 2435532K->319985K(2456064K)] 6213902K->4140965K(8048640K), 0.0523905 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:07.892-0800: 353.655: [GC (Allocation Failure) [PSYoungGen: 2435569K->335042K(2450944K)] 6256549K->4198267K(8043520K), 0.0477210 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:08.218-0800: 353.981: [GC (Allocation Failure) [PSYoungGen: 2450626K->313041K(2453504K)] 6313851K->4224661K(8046080K), 0.0445256 secs] [Times: user=0.30 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:08.501-0800: 354.264: [GC (Allocation Failure) [PSYoungGen: 2424017K->314299K(2453504K)] 6335637K->4270792K(8046080K), 0.0448315 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:08.858-0800: 354.621: [GC (Allocation Failure) [PSYoungGen: 2425275K->342527K(2409472K)] 6381768K->4343761K(8002048K), 0.0800490 secs] [Times: user=0.24 sys=0.01, real=0.08 secs] 
2021-01-19T13:44:09.298-0800: 355.061: [GC (Allocation Failure) [PSYoungGen: 2409471K->313648K(2431488K)] 6410705K->4373019K(8024064K), 0.0551212 secs] [Times: user=0.33 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:09.632-0800: 355.395: [GC (Allocation Failure) [PSYoungGen: 2380592K->321975K(2435072K)] 6439963K->4425569K(8027648K), 0.0518804 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:09.951-0800: 355.714: [GC (Allocation Failure) [PSYoungGen: 2393527K->310704K(2432512K)] 6497121K->4457415K(8025088K), 0.0430644 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:10.257-0800: 356.020: [GC (Allocation Failure) [PSYoungGen: 2382256K->318826K(2438144K)] 6528967K->4510499K(8030720K), 0.0501750 secs] [Times: user=0.37 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:10.613-0800: 356.377: [GC (Allocation Failure) [PSYoungGen: 2396522K->333970K(2435584K)] 6588195K->4574495K(8028160K), 0.0528756 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:10.939-0800: 356.702: [GC (Allocation Failure) [PSYoungGen: 2411666K->326451K(2440704K)] 6652191K->4609717K(8033280K), 0.0519475 secs] [Times: user=0.35 sys=0.00, real=0.06 secs] 
2021-01-19T13:44:11.277-0800: 357.040: [GC (Allocation Failure) [PSYoungGen: 2408755K->311048K(2437632K)] 6692021K->4643019K(8030208K), 0.0505494 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:11.603-0800: 357.366: [GC (Allocation Failure) [PSYoungGen: 2393352K->336241K(2438144K)] 6725323K->4706576K(8030720K), 0.0521935 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:11.943-0800: 357.707: [GC (Allocation Failure) [PSYoungGen: 2419569K->312051K(2439680K)] 6789904K->4726187K(8032256K), 0.0502100 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:12.272-0800: 358.035: [GC (Allocation Failure) [PSYoungGen: 2395379K->325965K(2443264K)] 6809515K->4782544K(8035840K), 0.0513927 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:12.605-0800: 358.369: [GC (Allocation Failure) [PSYoungGen: 2413901K->328958K(2440704K)] 6870480K->4824465K(8033280K), 0.0525896 secs] [Times: user=0.37 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:12.954-0800: 358.717: [GC (Allocation Failure) [PSYoungGen: 2416894K->312844K(2444800K)] 6912401K->4853065K(8037376K), 0.0508381 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:13.279-0800: 359.042: [GC (Allocation Failure) [PSYoungGen: 2405900K->313212K(2444288K)] 6946121K->4895599K(8036864K), 0.0499616 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:13.615-0800: 359.378: [GC (Allocation Failure) [PSYoungGen: 2406268K->318615K(2447872K)] 6988655K->4944302K(8040448K), 0.0509968 secs] [Times: user=0.36 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:13.938-0800: 359.701: [GC (Allocation Failure) [PSYoungGen: 2416279K->320070K(2445824K)] 7041966K->4994491K(8038400K), 0.0523312 secs] [Times: user=0.37 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:14.261-0800: 360.024: [GC (Allocation Failure) [PSYoungGen: 2417734K->316506K(2451456K)] 7092155K->5035574K(8044032K), 0.0526734 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:14.598-0800: 360.361: [GC (Allocation Failure) [PSYoungGen: 2421850K->324435K(2449920K)] 7140918K->5089041K(8042496K), 0.0547234 secs] [Times: user=0.36 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:14.947-0800: 360.710: [GC (Allocation Failure) [PSYoungGen: 2429779K->313308K(2453504K)] 7194385K->5115903K(8046080K), 0.0507078 secs] [Times: user=0.34 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:15.268-0800: 361.031: [GC (Allocation Failure) [PSYoungGen: 2423260K->322671K(2452480K)] 7225855K->5166281K(8045056K), 0.0513709 secs] [Times: user=0.38 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:15.792-0800: 361.555: [GC (Allocation Failure) [PSYoungGen: 2432623K->315121K(2456064K)] 7276233K->5195215K(8048640K), 0.0474889 secs] [Times: user=0.30 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:16.141-0800: 361.904: [GC (Allocation Failure) [PSYoungGen: 2430193K->328210K(2455040K)] 7310287K->5253701K(8047616K), 0.0635836 secs] [Times: user=0.27 sys=0.00, real=0.06 secs] 
2021-01-19T13:44:16.526-0800: 362.289: [GC (Allocation Failure) [PSYoungGen: 2443282K->323305K(2456064K)] 7368773K->5290822K(8048640K), 0.0514914 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:16.981-0800: 362.744: [GC (Allocation Failure) [PSYoungGen: 2438377K->316480K(2455040K)] 7405894K->5330023K(8047616K), 0.0547431 secs] [Times: user=0.26 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:17.337-0800: 363.100: [GC (Allocation Failure) [PSYoungGen: 2431552K->317266K(2458112K)] 7445095K->5374344K(8050688K), 0.0547206 secs] [Times: user=0.28 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:17.765-0800: 363.528: [GC (Allocation Failure) [PSYoungGen: 2436434K->331112K(2450432K)] 7493512K->5428358K(8043008K), 0.0647952 secs] [Times: user=0.27 sys=0.01, real=0.07 secs] 
2021-01-19T13:44:18.152-0800: 363.916: [GC (Allocation Failure) [PSYoungGen: 2450280K->339895K(2445824K)] 7547526K->5489645K(8038400K), 0.0556366 secs] [Times: user=0.38 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:18.491-0800: 364.255: [GC (Allocation Failure) [PSYoungGen: 2445751K->328979K(2450944K)] 7595501K->5522647K(8043520K), 0.0543476 secs] [Times: user=0.37 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:18.820-0800: 364.583: [GC (Allocation Failure) [PSYoungGen: 2434835K->329869K(2450944K)] 7628503K->5562469K(8043520K), 0.0518678 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:19.125-0800: 364.888: [GC (Allocation Failure) [PSYoungGen: 2435725K->321387K(2450944K)] 7668325K->5601017K(8043520K), 0.0519158 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:19.427-0800: 365.190: [GC (Allocation Failure) [PSYoungGen: 2427243K->317676K(2453504K)] 7706873K->5650449K(8046080K), 0.0541841 secs] [Times: user=0.34 sys=0.00, real=0.06 secs] 
2021-01-19T13:44:19.758-0800: 365.522: [GC (Allocation Failure) [PSYoungGen: 2427628K->323377K(2452480K)] 7760401K->5696488K(8045056K), 0.0525377 secs] [Times: user=0.34 sys=0.01, real=0.06 secs] 
2021-01-19T13:44:20.063-0800: 365.827: [GC (Allocation Failure) [PSYoungGen: 2433329K->323299K(2456576K)] 7806440K->5736456K(8049152K), 0.0538552 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:20.390-0800: 366.154: [GC (Allocation Failure) [PSYoungGen: 2438883K->327749K(2455040K)] 7852040K->5773525K(8047616K), 0.0528299 secs] [Times: user=0.36 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:20.711-0800: 366.474: [GC (Allocation Failure) [PSYoungGen: 2443333K->329854K(2455552K)] 7889109K->5825533K(8048128K), 0.0588026 secs] [Times: user=0.34 sys=0.00, real=0.06 secs] 
2021-01-19T13:44:21.066-0800: 366.829: [GC (Allocation Failure) [PSYoungGen: 2445950K->320954K(2456064K)] 7941629K->5858653K(8048640K), 0.0571926 secs] [Times: user=0.29 sys=0.00, real=0.06 secs] 
2021-01-19T13:44:21.123-0800: 366.887: [Full GC (Ergonomics) [PSYoungGen: 320954K->0K(2456064K)] [ParOldGen: 5537698K->371148K(5592576K)] 5858653K->371148K(8048640K), [Metaspace: 2589K->2589K(1056768K)], 0.0992241 secs] [Times: user=0.33 sys=0.02, real=0.10 secs] 
2021-01-19T13:44:21.559-0800: 367.322: [GC (Allocation Failure) [PSYoungGen: 2116096K->320638K(2458112K)] 2487244K->691786K(8050688K), 0.0404984 secs] [Times: user=0.21 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:21.917-0800: 367.681: [GC (Allocation Failure) [PSYoungGen: 2439806K->329971K(2457088K)] 2810954K->747974K(8049664K), 0.0440434 secs] [Times: user=0.23 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:22.257-0800: 368.021: [GC (Allocation Failure) [PSYoungGen: 2449139K->336571K(2450944K)] 2867142K->801560K(8043520K), 0.0421668 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:22.562-0800: 368.325: [GC (Allocation Failure) [PSYoungGen: 2448571K->326615K(2454016K)] 2913560K->838093K(8046592K), 0.0528671 secs] [Times: user=0.21 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:22.895-0800: 368.659: [GC (Allocation Failure) [PSYoungGen: 2438615K->331487K(2454016K)] 2950093K->884103K(8046592K), 0.0460676 secs] [Times: user=0.22 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:23.362-0800: 369.126: [GC (Allocation Failure) [PSYoungGen: 2444511K->308745K(2422272K)] 2997127K->908942K(8014848K), 0.0528258 secs] [Times: user=0.23 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:23.768-0800: 369.532: [GC (Allocation Failure) [PSYoungGen: 2421769K->323744K(2454528K)] 3021966K->966806K(8047104K), 0.0538863 secs] [Times: user=0.22 sys=0.02, real=0.06 secs] 
2021-01-19T13:44:24.147-0800: 369.911: [GC (Allocation Failure) [PSYoungGen: 2435232K->316204K(2452992K)] 3078294K->1007675K(8045568K), 0.0480529 secs] [Times: user=0.22 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:24.500-0800: 370.263: [GC (Allocation Failure) [PSYoungGen: 2427692K->327773K(2455040K)] 3119163K->1057511K(8047616K), 0.0438319 secs] [Times: user=0.26 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:24.866-0800: 370.630: [GC (Allocation Failure) [PSYoungGen: 2441821K->316335K(2455040K)] 3171559K->1086134K(8047616K), 0.0467358 secs] [Times: user=0.21 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:25.214-0800: 370.977: [GC (Allocation Failure) [PSYoungGen: 2430383K->332828K(2451456K)] 3200182K->1148772K(8044032K), 0.0477149 secs] [Times: user=0.20 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:25.548-0800: 371.312: [GC (Allocation Failure) [PSYoungGen: 2443804K->316728K(2453504K)] 3259748K->1181661K(8046080K), 0.0440284 secs] [Times: user=0.22 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:25.878-0800: 371.641: [GC (Allocation Failure) [PSYoungGen: 2427704K->331121K(2451968K)] 3292637K->1240445K(8044544K), 0.0464700 secs] [Times: user=0.25 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:26.258-0800: 372.022: [GC (Allocation Failure) [PSYoungGen: 2441073K->322399K(2452992K)] 3350397K->1272275K(8045568K), 0.0762404 secs] [Times: user=0.16 sys=0.01, real=0.08 secs] 
2021-01-19T13:44:26.689-0800: 372.453: [GC (Allocation Failure) [PSYoungGen: 2432351K->335878K(2449408K)] 3382227K->1326255K(8041984K), 0.0472906 secs] [Times: user=0.22 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:27.008-0800: 372.772: [GC (Allocation Failure) [PSYoungGen: 2443782K->328703K(2451968K)] 3434159K->1362610K(8044544K), 0.0463344 secs] [Times: user=0.22 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:27.307-0800: 373.071: [GC (Allocation Failure) [PSYoungGen: 2436607K->331535K(2451456K)] 3470514K->1405870K(8044032K), 0.0422143 secs] [Times: user=0.27 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:27.633-0800: 373.397: [GC (Allocation Failure) [PSYoungGen: 2439439K->331794K(2451968K)] 3513774K->1448084K(8044544K), 0.0437002 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:27.951-0800: 373.715: [GC (Allocation Failure) [PSYoungGen: 2439698K->343892K(2442752K)] 3555988K->1502981K(8035328K), 0.0451845 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:28.287-0800: 374.050: [GC (Allocation Failure) [PSYoungGen: 2442580K->332959K(2447360K)] 3601669K->1538517K(8039936K), 0.0449484 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:28.614-0800: 374.377: [GC (Allocation Failure) [PSYoungGen: 2431647K->334277K(2447360K)] 3637205K->1586112K(8039936K), 0.0449758 secs] [Times: user=0.27 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:28.933-0800: 374.696: [GC (Allocation Failure) [PSYoungGen: 2432965K->322736K(2447360K)] 3684800K->1620970K(8039936K), 0.0442518 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:29.257-0800: 375.020: [GC (Allocation Failure) [PSYoungGen: 2421424K->323656K(2449408K)] 3719658K->1664556K(8041984K), 0.0439926 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:29.571-0800: 375.334: [GC (Allocation Failure) [PSYoungGen: 2425416K->343332K(2445312K)] 3766316K->1724752K(8037888K), 0.0461518 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:29.896-0800: 375.659: [GC (Allocation Failure) [PSYoungGen: 2445092K->330096K(2447360K)] 3826512K->1760550K(8039936K), 0.0459848 secs] [Times: user=0.29 sys=0.02, real=0.05 secs] 
2021-01-19T13:44:30.232-0800: 375.995: [GC (Allocation Failure) [PSYoungGen: 2426736K->332528K(2445312K)] 3857190K->1806545K(8037888K), 0.0455709 secs] [Times: user=0.31 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:30.563-0800: 376.326: [GC (Allocation Failure) [PSYoungGen: 2429168K->311995K(2445312K)] 3903185K->1832311K(8037888K), 0.0466060 secs] [Times: user=0.24 sys=0.07, real=0.05 secs] 
2021-01-19T13:44:30.897-0800: 376.660: [GC (Allocation Failure) [PSYoungGen: 2409659K->324153K(2446848K)] 3929975K->1887440K(8039424K), 0.0440020 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:31.221-0800: 376.985: [GC (Allocation Failure) [PSYoungGen: 2421817K->310239K(2446336K)] 3985104K->1919251K(8038912K), 0.0426551 secs] [Times: user=0.29 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:31.551-0800: 377.314: [GC (Allocation Failure) [PSYoungGen: 2408927K->314484K(2447360K)] 4017939K->1958377K(8039936K), 0.0431569 secs] [Times: user=0.28 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:31.883-0800: 377.646: [GC (Allocation Failure) [PSYoungGen: 2413172K->309205K(2447360K)] 4057065K->1997382K(8039936K), 0.0431128 secs] [Times: user=0.28 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:32.201-0800: 377.965: [GC (Allocation Failure) [PSYoungGen: 2407893K->330791K(2429952K)] 4096070K->2059318K(8022528K), 0.0453700 secs] [Times: user=0.32 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:32.533-0800: 378.297: [GC (Allocation Failure) [PSYoungGen: 2429479K->327785K(2447872K)] 4158006K->2100543K(8040448K), 0.0459609 secs] [Times: user=0.29 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:32.887-0800: 378.650: [GC (Allocation Failure) [PSYoungGen: 2426473K->328409K(2446848K)] 4199231K->2137853K(8039424K), 0.0450194 secs] [Times: user=0.32 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:33.209-0800: 378.972: [GC (Allocation Failure) [PSYoungGen: 2427097K->328813K(2449920K)] 4236541K->2182261K(8042496K), 0.0456563 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:33.531-0800: 379.294: [GC (Allocation Failure) [PSYoungGen: 2431597K->333712K(2436608K)] 4285045K->2232075K(8029184K), 0.0462370 secs] [Times: user=0.32 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:33.869-0800: 379.632: [GC (Allocation Failure) [PSYoungGen: 2436496K->323190K(2450432K)] 4334859K->2265368K(8043008K), 0.0451984 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:34.199-0800: 379.962: [GC (Allocation Failure) [PSYoungGen: 2425974K->328020K(2448384K)] 4368152K->2314891K(8040960K), 0.0474211 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:34.534-0800: 380.297: [GC (Allocation Failure) [PSYoungGen: 2430804K->329542K(2451968K)] 4417675K->2359535K(8044544K), 0.0467637 secs] [Times: user=0.31 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:34.874-0800: 380.637: [GC (Allocation Failure) [PSYoungGen: 2436934K->307942K(2415616K)] 4466927K->2382081K(8008192K), 0.0459154 secs] [Times: user=0.27 sys=0.05, real=0.05 secs] 
2021-01-19T13:44:35.195-0800: 380.958: [GC (Allocation Failure) [PSYoungGen: 2415334K->338740K(2444288K)] 4489473K->2447635K(8036864K), 0.0462923 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:35.530-0800: 381.293: [GC (Allocation Failure) [PSYoungGen: 2437428K->322655K(2447360K)] 4546323K->2483587K(8039936K), 0.0577193 secs] [Times: user=0.29 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:35.886-0800: 381.649: [GC (Allocation Failure) [PSYoungGen: 2421343K->321669K(2450432K)] 4582275K->2524291K(8043008K), 0.0485886 secs] [Times: user=0.28 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:36.255-0800: 382.018: [GC (Allocation Failure) [PSYoungGen: 2424965K->321501K(2448896K)] 4627587K->2569574K(8041472K), 0.0583648 secs] [Times: user=0.27 sys=0.06, real=0.06 secs] 
2021-01-19T13:44:36.607-0800: 382.371: [GC (Allocation Failure) [PSYoungGen: 2424797K->325740K(2453504K)] 4672870K->2619136K(8046080K), 0.0465711 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:36.954-0800: 382.718: [GC (Allocation Failure) [PSYoungGen: 2435180K->329485K(2451968K)] 4728576K->2661611K(8044544K), 0.0484700 secs] [Times: user=0.30 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:37.285-0800: 383.048: [GC (Allocation Failure) [PSYoungGen: 2438925K->342519K(2444288K)] 4771051K->2721340K(8036864K), 0.0488278 secs] [Times: user=0.35 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:37.612-0800: 383.376: [GC (Allocation Failure) [PSYoungGen: 2444279K->323122K(2448896K)] 4823100K->2742635K(8041472K), 0.0461976 secs] [Times: user=0.31 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:37.937-0800: 383.700: [GC (Allocation Failure) [PSYoungGen: 2424882K->330566K(2450432K)] 4844395K->2796982K(8043008K), 0.0494560 secs] [Times: user=0.30 sys=0.04, real=0.05 secs] 
2021-01-19T13:44:38.268-0800: 384.031: [GC (Allocation Failure) [PSYoungGen: 2434886K->322559K(2449920K)] 4901302K->2835047K(8042496K), 0.0480791 secs] [Times: user=0.33 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:38.586-0800: 384.350: [GC (Allocation Failure) [PSYoungGen: 2426879K->333278K(2450432K)] 4939367K->2884368K(8043008K), 0.0459571 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:38.914-0800: 384.678: [GC (Allocation Failure) [PSYoungGen: 2439134K->332393K(2450944K)] 4990224K->2930740K(8043520K), 0.0464346 secs] [Times: user=0.29 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:39.226-0800: 384.990: [GC (Allocation Failure) [PSYoungGen: 2438249K->344377K(2441728K)] 5036596K->2988189K(8034304K), 0.0482971 secs] [Times: user=0.28 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:39.538-0800: 385.301: [GC (Allocation Failure) [PSYoungGen: 2441017K->332767K(2446336K)] 5084829K->3019440K(8038912K), 0.0492307 secs] [Times: user=0.24 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:39.871-0800: 385.635: [GC (Allocation Failure) [PSYoungGen: 2429407K->320446K(2447360K)] 5116080K->3058080K(8039936K), 0.0516938 secs] [Times: user=0.25 sys=0.03, real=0.05 secs] 
2021-01-19T13:44:40.198-0800: 385.961: [GC (Allocation Failure) [PSYoungGen: 2419134K->322908K(2447360K)] 5156768K->3106899K(8039936K), 0.0464637 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:40.519-0800: 386.282: [GC (Allocation Failure) [PSYoungGen: 2421596K->317821K(2448384K)] 5205587K->3145189K(8040960K), 0.0468259 secs] [Times: user=0.31 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:40.839-0800: 386.603: [GC (Allocation Failure) [PSYoungGen: 2418557K->327703K(2448384K)] 5245925K->3194499K(8040960K), 0.0478737 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:41.169-0800: 386.932: [GC (Allocation Failure) [PSYoungGen: 2428439K->326286K(2451968K)] 5295235K->3243752K(8044544K), 0.0489478 secs] [Times: user=0.35 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:41.521-0800: 387.285: [GC (Allocation Failure) [PSYoungGen: 2432654K->323218K(2450432K)] 5350120K->3285548K(8043008K), 0.0472754 secs] [Times: user=0.32 sys=0.01, real=0.04 secs] 
2021-01-19T13:44:41.849-0800: 387.612: [GC (Allocation Failure) [PSYoungGen: 2429586K->321240K(2453504K)] 5391916K->3329104K(8046080K), 0.0479031 secs] [Times: user=0.32 sys=0.00, real=0.05 secs] 
2021-01-19T13:44:42.190-0800: 387.953: [GC (Allocation Failure) [PSYoungGen: 2431704K->320482K(2452992K)] 5439568K->3372834K(8045568K), 0.0492542 secs] [Times: user=0.30 sys=0.00, real=0.04 secs] 
2021-01-19T13:44:42.510-0800: 388.273: [GC (Allocation Failure) [PSYoungGen: 2430946K->341421K(2445824K)] 5483298K->3435494K(8038400K), 0.0512900 secs] [Times: user=0.34 sys=0.01, real=0.05 secs] 
2021-01-19T13:44:42.821-0800: 388.584: [GC (Allocation Failure) [PSYoungGen: 2445229K->323108K(2449920K)] 5539302K->3463570K(8042496K), 0.0477386 secs] [Times: user=0.34 sys=0.00, real=0.04 secs] 
